mode,query_id,recommended,relevant,candidate_union_size,disease,strict,symptom,bm25,dense,prior,precision@5,recall@5,hit@5,ndcg@5,precision@10,recall@10,hit@10,ndcg@10,precision@20,recall@20,hit@20,ndcg@20,mrr,stage_hit_disease,stage_hit_strict,stage_hit_symptom,stage_hit_bm25,stage_hit_dense,stage_hit_prior,stage_hit_union
label_idf_only,eval_0183,esomeprazole | sucralfate | pepcid | pantoprazole | omeprazole / sodium bicarbonate | omeprazole | nexium | zantac | cimetidine | calcium carbonate | lansoprazole | carafate | ranitidine | rabeprazole | famotidine | protonix | reglan | nexium 24hr | prevacid | pepcid ac chewable tablets,aciphex | dexlansoprazole | rabeprazole | esomeprazole | lansoprazole | nexium,721,109,109,721,0,0,0,0.2,0.16666666666666666,1.0,0.33916020527361607,0.2,0.3333333333333333,1.0,0.4034698846650846,0.2,0.6666666666666666,1.0,0.5653322093094242,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0187,pramosone | ustekinumab | mebendazole | medotar | chlorpromazine | vectical | methotrexate | methoxsalen | methylprednisolone | mg217 medicated tar | clobetasol | clobex | clocortolone | cloderm | coal tar | coal tar / salicylic acid / sulfur | coal tar/salicylic acid | coal tar/salicylic acid/sulfur | wynzora | chloramphenicol,enbrel,726,164,164,726,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0185,prednisone | chlor-trimeton | promethazine | phenergan | diphenhydramine | olopatadine | dexchlorpheniramine | desloratadine | deltasone | zyrtec | cyproheptadine | xyzal | claritin | clarinex | chlorpheniramine | epinephrine | cetirizine | benadryl | famotidine | fexofenadine,promethazine | cyproheptadine,672,558,511,625,0,0,0,0.2,0.5,1.0,0.3065735963827292,0.1,0.5,1.0,0.3065735963827292,0.1,1.0,1.0,0.4776066804504473,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0190,prednisone | cellcept | hydrocortisone | dexamethasone | methylprednisolone | mycophenolate mofetil | triamcinolone | imuran | azathioprine | medrol dosepak | betamethasone | pancreatin | humira | diclofenac | infliximab | sulfazine | sulfasalazine | azulfidine | duexis | famotidine / ibuprofen,adalimumab | humira | infliximab | remicade,672,346,346,672,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,1.0,0.2001281511162473,0.07692307692307693,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0184,memantine | amitriptyline | elavil | venlafaxine | magnesium oxide | cefpodoxime | cefprozil | ceftin | ceftriaxone | cefuroxime | cefzil | cephalexin | allopurinol | vantin | cefdinir | cipro | clarithromycin | moxifloxacin | doryx | doxycycline,amitriptyline | venlafaxine | elavil | azithromycin,1000,347,347,927,0,0,0,0.6,0.75,1.0,0.6298567811414983,0.3,0.75,1.0,0.6298567811414983,0.15,0.75,1.0,0.6298567811414983,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0178,ertapenem | vancocin | cleocin phosphate | cleocin pediatric | cleocin hcl | cleocin | clarithromycin | claforan | ciprofloxacin | meropenem | vibativ | cilastatin / imipenem | vantin | vancomycin | vancocin hcl pulvules | vancocin hcl | maxipime | cefixime | maxaron forte | unasyn,doxycycline | azithromycin,1000,132,132,1000,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0188,"adefovir | viread | hepatitis a adult vaccine / hepatitis b adult vaccine | epivir-hbv | entecavir | peginterferon alfa-2a | diphtheria toxoid / hepatitis b pediatric vaccine / pertussis, acellular / poliovirus vaccine, inactivated / tetanus toxoid | diphtheria and tetanus toxoids / pertussis, acellular / poliovirus vaccine, inactivated / haemophilus b conjugate / hepatitis b vaccine | peginterferon alfa-2b | lamivudine | tenofovir | interferon alfa-2b | hepatitis b pediatric vaccine | hepatitis b immune globulin | hepatitis b adult vaccine | tenofovir alafenamide | mometasone | clobex | clocortolone | cloderm",tenofovir | peginterferon alfa-2a | viread,467,16,16,467,0,0,0,0.2,0.3333333333333333,1.0,0.2960819109658653,0.2,0.6666666666666666,1.0,0.4632423659320676,0.15,1.0,1.0,0.5941443561002647,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0201,hytrin | catapres | clonidine | terazosin | benztropine | potassium iodide | pima | drysol | oxybutynin | onabotulinumtoxina | xerac ac | botox | methimazole | tapazole | amitriptyline | propylthiouracil | iodine / potassium iodide | aluminum chloride hexahydrate | gabapentin | glycopyrronium,clonidine | catapres,825,22,22,825,0,0,0,0.4,1.0,1.0,0.6934264036172708,0.2,1.0,1.0,0.6934264036172708,0.1,1.0,1.0,0.6934264036172708,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0199,triamcinolone | doxycycline | flanax pain reliever | aleve | ibuprofen | naprosyn | naproxen | prednisolone | dexamethasone | minocycline | kenalog-40 | tetracycline | hydrocortisone | prednisone | methylprednisolone | levofloxacin | levaquin | cephalexin | smz-tmp ds | avelox,triamcinolone | naproxen,1000,25,25,1000,0,0,0,0.2,0.5,1.0,0.46927872602275644,0.2,1.0,1.0,0.7039180890341347,0.1,1.0,1.0,0.7039180890341347,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0195,"famotidine | ranitidine | pantoprazole | lansoprazole | omeprazole | cimetidine | ciprofloxacin | dexamethasone | methylprednisolone | prednisone | triamcinolone | benzocaine | levofloxacin | budesonide | aluminum hydroxide / magnesium hydroxide / simethicone | cipro | dupilumab | doxycycline | doryx | diphtheria toxoid / hepatitis b pediatric vaccine / pertussis, acellular / poliovirus vaccine, inactivated / tetanus toxoid",lansoprazole | ranitidine | omeprazole,1000,605,605,949,0,0,0,0.6,1.0,1.0,0.6303377634475975,0.3,1.0,1.0,0.6303377634475975,0.15,1.0,1.0,0.6303377634475975,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0192,ery pads | magnesium hydroxide | meted | vibramycin | vestura | veltin | vanoxide-hc | chaparral | cerave sa renewing | clindets | cephalexin | loryna | carboplatin | twyneo | loestrin fe 1 / 20 | loestrin 24 fe | claravis | clarifoam ef | clascoterone | cleanse & treat,isotretinoin | accutane | adapalene / benzoyl peroxide,726,273,273,726,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0186,prazosin | maxzide-25 | vecamyl | vasotec | chlorthalidone | vaseretic | mecamylamine | chlorothiazide | maxzide | lumigan | valturna | valsartan | matzim la | macitentan | uptravi | univasc | verapamil | verelan pm | methyldopa | metolazone,propranolol,1000,275,275,1000,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0205,premarin | levoxyl | cometriq | thyquidity | thyroid desiccated | thyrotropin alpha | conjugated estrogens | tirosint | tirosint-sol | lenvatinib | trametinib | levo-t | esterified estrogens | levothroid | levothyroxine | calcifediol | teriparatide | cytomel | natpara | calcitriol,thyroid desiccated | armour thyroid | levothyroxine,87,61,61,87,0,0,0,0.2,0.3333333333333333,1.0,0.1815417925373527,0.1,0.3333333333333333,1.0,0.1815417925373527,0.1,0.6666666666666666,1.0,0.2988614740430418,0.2,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0206,ertapenem | minocycline | cefuroxime | vancocin hcl | vancomycin | cilastatin / imipenem | meropenem | ciprofloxacin | cleocin | cleocin hcl | metronidazole | clindamycin | voriconazole | moxifloxacin | ceftin | zithromax | nafcillin | zosyn | zyvox | dexamethasone,doxycycline | azithromycin | clindamycin,1000,239,239,940,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.3333333333333333,1.0,0.10271583802664228,0.08333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0179,pamelor | elavil | zolmitriptan | nortriptyline | sumatriptan | metoclopramide | amitriptyline | gabapentin | reglan | phenergan | pantoprazole | ciprofloxacin | doxycycline | diphenhydramine | omeprazole | dexamethasone | promethazine | erythromycin | cipro | chlorpromazine,sumatriptan | clonidine,1000,315,315,927,0,0,0,0.2,0.5,1.0,0.272312688806029,0.1,0.5,1.0,0.272312688806029,0.05,0.5,1.0,0.272312688806029,0.2,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0209,catapres | clonidine | hytrin | terazosin | amitriptyline | gabapentin | onabotulinumtoxina | botox | oxybutynin | xerac ac | tapazole | sodium iodide-i-131 | propylthiouracil | potassium iodide | pima | methimazole | iodine / potassium iodide | hypercare | glycopyrronium | drysol,clonidine | catapres,1000,447,447,738,0,0,0,0.4,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0204,esomeprazole | zantac | protonix | pepcid | pantoprazole | omeprazole / sodium bicarbonate | omeprazole | nexium | cimetidine | carafate | calcium carbonate | lansoprazole | sucralfate | ranitidine | rabeprazole | famotidine | fluorouracil | ramucirumab | mitomycin | capecitabine,rabeprazole | esomeprazole | lansoprazole,955,80,80,955,0,0,0,0.2,0.3333333333333333,1.0,0.4692787260227565,0.1,0.3333333333333333,1.0,0.4692787260227565,0.15,1.0,1.0,0.7134154243608392,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0212,vistaril | promethazine | atarax | hydroxyzine | benadryl | phenergan | diphenhydramine | corticotropin | prednisone | doxepin | prednisolone | loteprednol | lotemax | triamcinolone | ciprofloxacin | pantoprazole | doxycycline | omeprazole | dexamethasone | erythromycin,prednisone | promethazine | hydroxyzine | doxycycline | sulfamethoxazole / trimethoprim,991,214,214,991,0,0,0,0.4,0.4,1.0,0.4230716319727073,0.3,0.6,1.0,0.503049335032247,0.2,0.8,1.0,0.5667627540184756,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0200,minocycline | doxycycline | prednisone | methotrexate | dexamethasone | chloramphenicol | tazarotene | tazorac | tetracycline | enbrel | chlorpromazine | triamcinolone | triclabendazole | trilafon | ultravate | ustekinumab | mebendazole | medotar | vectical | embeline,prednisone | methotrexate | dexamethasone | enbrel | stelara,888,575,575,888,0,0,0,0.6,0.6,1.0,0.3818875609005223,0.4,0.8,1.0,0.4899108418458266,0.2,0.8,1.0,0.4899108418458266,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0196,metoclopramide | reglan | esgic | memantine | verapamil | verelan | verelan pm | methergine | methylergonovine | metoprolol | vitamin b2 | clonazepam | clonidine | migergot | migraine relief | migranal | wellbutrin | motrin | zanaflex | zecuity,lansoprazole | omeprazole | propranolol,1000,222,222,1000,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0216,flanax pain reliever | triamcinolone | aleve | doxycycline | doxy 100 | ditropan xl | ofloxacin | naproxen | naprosyn | moxifloxacin | ciprofloxacin | cipro | cephalexin | oxybutynin | lidocaine | sucralfate | levofloxacin | septra ds | avelox | ibuprofen,naproxen,372,25,25,372,0,0,0,0.0,0.0,0.0,0.0,0.1,1.0,1.0,0.3154648767857287,0.05,1.0,1.0,0.3154648767857287,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0210,retapamulin | ammoniated mercury | sulconazole | cefadroxil | cefuroxime | mupirocin | ozenoxacin | altabax | cimetidine | cipro i.v. | cipro | vi-sudo | cinqair | mepolizumab | ventolin hfa | cimduo | cilastatin / imipenem | veramyst | meropenem | ventolin,cefuroxime | mupirocin | retapamulin,1000,8,8,1000,0,0,0,0.4,0.6666666666666666,1.0,0.6403937842521121,0.3,1.0,1.0,0.8217377139338126,0.15,1.0,1.0,0.8217377139338126,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0217,prednisone | triamcinolone | mometasone | dexamethasone | fluticasone | budesonide | medrol dosepak | methylprednisolone | dupilumab | clobetasol | elocon | desoximetasone | desonide | cloderm | clocortolone | clobex | cordran tape | lidex | betamethasone | hydrocortisone,prednisone,734,49,49,734,0,0,0,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0198,prednisone | chlor-trimeton | promethazine | epinephrine | phenergan | olopatadine | dexchlorpheniramine | desloratadine | deltasone | zyrtec | cyproheptadine | xyzal | claritin | clarinex | chlorpheniramine | diphenhydramine | cetirizine | benadryl | loratadine | famotidine,promethazine | cyproheptadine,558,76,76,558,0,0,0,0.2,0.5,1.0,0.3065735963827292,0.1,0.5,1.0,0.3065735963827292,0.1,1.0,1.0,0.4776066804504473,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0215,pramlintide | bydureon bcise | tresiba | tretinoin | linagliptin | linagliptin / metformin | trijardy xr | canagliflozin | canagliflozin / metformin | liraglutide | lisinopril | lixisenatide | capsaicin | trulicity | captopril | capzasin-hp | carbamazepine | losartan | tzield | lyrica,liraglutide | victoza,1000,228,228,1000,0,0,0,0.0,0.0,0.0,0.0,0.1,0.5,1.0,0.17723928678404774,0.05,0.5,1.0,0.17723928678404774,0.1,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0221,ery pads | minocycline | durasal | tetracycline | altabax | minolira | binora | alquam-x acne therapy gel | minocin | doryx | winlevi | junel fe 1.5 / 30 | junel fe 1 / 20 | dulcolax milk of magnesia | fostex wash 10% | fostex medicated cleansing cream | altreno | keflex | vincasar pfs | vincristine,isotretinoin | accutane | adapalene / benzoyl peroxide,273,273,273,273,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0220,pramosone | ustekinumab | mebendazole | medotar | chlorpromazine | vectical | methotrexate | methoxsalen | methylprednisolone | mg217 medicated tar | clobetasol | clobex | clocortolone | cloderm | coal tar | coal tar / salicylic acid / sulfur | coal tar/salicylic acid | coal tar/salicylic acid/sulfur | wynzora | chloramphenicol,enbrel,353,164,164,353,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0222,a-g profen | tofacitinib | celestone soluspan | cellcept | upadacitinib | certolizumab | ustekinumab | valdecoxib | meclofenamate | medrol | medrol dosepak | choline magnesium trisalicylate | meloxicam | chondroitin / glucosamine | chondroitin / glucosamine / methylsulfonylmethane | cidaflex | menthac arthritis cream with capsaicin | mentholatum deep heating | cimzia | vicodin,diclofenac,403,255,255,403,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0225,pramlintide | bydureon bcise | tresiba | tretinoin | linagliptin | linagliptin / metformin | trijardy xr | canagliflozin | canagliflozin / metformin | liraglutide | lisinopril | lixisenatide | capsaicin | trulicity | captopril | carbamazepine | losartan | tzield | lyrica | lyumjev,liraglutide | victoza,616,228,228,616,0,0,0,0.0,0.0,0.0,0.0,0.1,0.5,1.0,0.17723928678404774,0.05,0.5,1.0,0.17723928678404774,0.1,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0219,clonidine | catapres | prinivil | calan sr | propranolol | olmesartan | norvasc | nadolol | corgard | verelan pm | verapamil | candesartan | lisinopril | metoprolol | amlodipine | benicar | innopran xl | inderal la | tenormin | inderal,propranolol | spironolactone | clonidine | catapres | terazosin | hytrin | benicar | olmesartan | verapamil,1000,447,447,1000,0,0,0,0.6,0.3333333333333333,1.0,0.6843515475204854,0.4,0.4444444444444444,1.0,0.6028590681785545,0.3,0.6666666666666666,1.0,0.7358221875089356,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0230,ery-tab | vantin | cefprozil | ceftibuten | ceftin | ceftriaxone | cefuroxime | cefzil | umeclidinium | umeclidinium / vilanterol | uniphyl | maxair | maxair autohaler | medrol | cefixime | medrol dosepak | ciclesonide | ventolin | ventolin hfa | cilastatin / imipenem,prednisone,1000,221,221,1000,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0229,minocycline | doxycycline | tazarotene | tazorac | tetracycline | erythromycin | dapsone | clindamycin | sulfamethoxazole / trimethoprim | pentamidine | dexamethasone | prednisone | cerave sa renewing | vibramycin | vestura | veltin | vanoxide-hc | chaparral | magnesium hydroxide | loestrin 24 fe,tazarotene | dapsone | clindamycin,802,555,479,726,0,0,0,0.2,0.3333333333333333,1.0,0.25454838678859487,0.3,1.0,1.0,0.5282831540876216,0.15,1.0,1.0,0.5282831540876216,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0235,abacavir | juluca | ziagen | tivicay pd | tivicay | efavirenz / lamivudine / tenofovir | efavirenz / emtricitabine / tenofovir | efavirenz | tipranavir | lamivudine / zidovudine | edurant | lamivudine / tenofovir | lamivudine / nevirapine / zidovudine | abacavir / dolutegravir / lamivudine | genvoya | rukobia | complera | combivir | ritonavir | fuzeon,stribild | efavirenz / emtricitabine / tenofovir,154,119,119,154,0,0,0,0.0,0.0,0.0,0.0,0.1,0.5,1.0,0.20438239758848614,0.05,0.5,1.0,0.20438239758848614,0.14285714285714285,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0231,"ergocalciferol | calcifediol | parathyroid hormone | calcitriol | calcium lactate | calcium phosphate, tribasic | premarin | climara | levoxyl | liothyronine | liotrix | triostat | unithroid | cenestin | vandetanib | cinacalcet | wp thyroid | westhroid | levothroid | cometriq",thyroid desiccated | armour thyroid | levothyroxine,1000,112,112,958,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0207,dexamethasone | fluocinolone | clobetasol | capzasin-hp | zostrix | zostrix diabetic foot pain | capsaicin | cymbalta | duloxetine | prednisone | aleve | ibuprofen | naproxen | trijardy xr | tretinoin | linagliptin / metformin | linagliptin | canagliflozin / metformin | tresiba | byetta,duloxetine | cymbalta,1000,476,273,797,0,0,0,0.0,0.0,0.0,0.0,0.2,1.0,1.0,0.378002100396839,0.1,1.0,1.0,0.378002100396839,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0233,prednisolone | infliximab | prednisone | triamcinolone | remicade | methylprednisolone | cyclosporine | adalimumab | dexamethasone | hydrocortisone | humira | cordran tape | thiothixene | thorazine | pentamidine | yusimry | tildrakizumab | amjevita | gengraf | bryhali,prednisone | adalimumab | humira,238,164,164,238,0,0,0,0.2,0.3333333333333333,1.0,0.1696989245257299,0.2,0.6666666666666666,1.0,0.3303010754742701,0.15,1.0,1.0,0.4723100291173777,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0223,triamcinolone | sucralfate | ciprofloxacin | ofloxacin | levofloxacin | doxycycline | cipro | ibuprofen | naprosyn | naproxen | aleve | flanax pain reliever | oxybutynin | doxy 100 | ditropan xl | lidocaine | moxifloxacin | cephalexin | sulfamethoxazole / trimethoprim | bactrim ds,triamcinolone | sucralfate | prednisone | adalimumab,672,325,325,672,0,0,0,0.4,0.5,1.0,0.6357429506707164,0.2,0.5,1.0,0.6357429506707164,0.1,0.5,1.0,0.6357429506707164,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0213,hytrin | catapres | clonidine | terazosin | propylthiouracil | sodium iodide-i-131 | botox | onabotulinumtoxina | benztropine | potassium iodide | pima | drysol | oxybutynin | xerac ac | methimazole | tapazole | iodine / potassium iodide | hypercare | glycopyrronium | amitriptyline,clonidine | catapres | terazosin | hytrin,1000,293,293,1000,0,0,0,0.8,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0218,ertapenem | vancocin | metronidazole | cleocin phosphate | cleocin hcl | cleocin | clarithromycin | claforan | ciprofloxacin | meropenem | vibativ | cilastatin / imipenem | vantin | vancomycin | vancocin hcl pulvules | vancocin hcl | maxipime | cefixime | maxaron forte | unasyn,doxycycline | azithromycin,1000,132,132,1000,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0242,"calcium phosphate, tribasic | ergocalciferol | parathyroid hormone | calcifediol | calcitriol | calcium lactate | westhroid | levoxyl | liothyronine | liotrix | triostat | unithroid | cenestin | vandetanib | cinacalcet | climara | wp thyroid | levothroid | cometriq | conjugated estrogens",thyroid desiccated | armour thyroid | levothyroxine,1000,385,385,952,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0241,baclofen | lioresal | onabotulinumtoxina | botox | lorazepam | dysport | myobloc | xeomin | botulinum toxin type b | incobotulinumtoxina | ativan | abobotulinumtoxina | ioversol | diamox sequels | diamox | iodixanol | iohexol | iopromide | naproxen | ibuprofen,baclofen | onabotulinumtoxina | botox | lioresal | propranolol,1000,187,187,892,0,0,0,0.8,0.8,1.0,0.7541110877910315,0.4,0.8,1.0,0.7541110877910315,0.2,0.8,1.0,0.7541110877910315,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0237,acidophilus | cipro | levofloxacin | linezolid | cefazolin | cefepime | ceftin | ceftriaxone | cefuroxime | unasyn | cephalexin | meropenem | lactobacillus acidophilus | vibramycin | ciprofloxacin | minocycline | moxifloxacin | zyvox | diflucan | doripenem,sulfamethoxazole / trimethoprim | bactrim | fluconazole,481,287,287,481,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0244,hydroxychloroquine | doxycycline | doxy 100 | depakote er | lithium | valproic acid | depakote | divalproex sodium | prednisone | deltasone | depakote sprinkles | thorazine | daraprim | clindamycin | mefloquine | chlorpromazine | chloroquine | malarone | lariam | coartem,doxycycline | prednisone | methylprednisolone | hydroxychloroquine | doxy 100 | deltasone | diclofenac | naproxen,1000,446,446,809,0,0,0,0.6,0.375,1.0,0.7227265726449517,0.5,0.625,1.0,0.7280920761425088,0.25,0.625,1.0,0.7280920761425088,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0252,esgic | valproic acid | venlafaxine | verapamil | verelan | verelan pm | methergine | methylergonovine | metoclopramide | metoprolol | vitamin b2 | clonazepam | clonidine | migergot | migraine relief | migranal | wellbutrin | motrin | zanaflex | zecuity,gabapentin | propranolol,1000,179,179,1000,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0227,"ampicillin | typhoid vaccine, inactivated | typhoid vaccine, live | ceftriaxone | cipro | ciprofloxacin | azithromycin | cidofovir | cisatracurium | ciprofloxacin / dexamethasone | ciprodex | mepron | cimetidine | chorionic gonadotropin (hcg) | menotropins | ciclesonide | memantine | citalopram | melatonin | mekinist",ceftriaxone | ciprofloxacin,1000,7,7,1000,0,0,0,0.2,0.5,1.0,0.20210734650054757,0.2,1.0,1.0,0.45284802894985104,0.1,1.0,1.0,0.45284802894985104,0.25,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0232,prednisolone | cyproheptadine | dexbrompheniramine / phenylephrine | dexbrompheniramine | desloratadine | deltasone | nedocromil | zyrtec | zymine | cromolyn | chlorpheniramine | corticotropin | zaditor | xyzal | xolair | vistaril | claritin | clarinex | dexchlorpheniramine | olopatadine,prednisone | promethazine,558,76,76,558,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0257,esomeprazole | cimetidine | protonix | pantoprazole | omeprazole / sodium bicarbonate | omeprazole | nexium | zantac | pepcid | carafate | lansoprazole | sucralfate | ranitidine | rabeprazole | famotidine | calcium carbonate | vedolizumab | methylprednisolone | vimovo | methscopolamine,rabeprazole | esomeprazole | lansoprazole,468,80,80,468,0,0,0,0.2,0.3333333333333333,1.0,0.4692787260227565,0.1,0.3333333333333333,1.0,0.4692787260227565,0.15,1.0,1.0,0.720296371989005,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0251,oxybutynin | doxycycline | naproxen | naprosyn | triamcinolone | ibuprofen | aleve | flanax pain reliever | methimazole | propylthiouracil | pima | drysol | onabotulinumtoxina | xerac ac | clonidine | potassium iodide | catapres | hypercare | botox | aluminum chloride hexahydrate,prednisone | enbrel | naproxen | triamcinolone | ibuprofen,690,294,294,690,0,0,0,0.4,0.4,1.0,0.28322728792630303,0.3,0.6,1.0,0.4163416122730191,0.15,0.6,1.0,0.4163416122730191,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0249,prednisone | ciprofloxacin | doxycycline | dexamethasone | moxifloxacin | minocycline | rifampin | levofloxacin | lansoprazole | gentamicin | amikacin | carafate | zegerid | mintox plus | mintox | milantex | mi-acid | metoclopramide | cimetidine | chloramphenicol,doxycycline,1000,230,230,1000,0,0,0,0.2,1.0,1.0,0.5,0.1,1.0,1.0,0.5,0.05,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0246,sodium iodide-i-131 | propylthiouracil | catapres | clonidine | terazosin | hytrin | onabotulinumtoxina | amitriptyline | xerac ac | tapazole | potassium iodide | pima | oxybutynin | aluminum chloride hexahydrate | methimazole | hypercare | glycopyrronium | gabapentin | drysol | botox,thyroid desiccated | armour thyroid | levothyroxine,1000,352,126,742,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0260,smz-tmp ds | aleve | cephalexin | septra ds | triamcinolone | lidocaine | naproxen | levofloxacin | levaquin | moxifloxacin | doxycycline | doxy 100 | oxybutynin | naprosyn | ditropan xl | bactrim | avelox | ciprofloxacin | ibuprofen | ofloxacin,naproxen,273,25,25,273,0,0,0,0.0,0.0,0.0,0.0,0.1,1.0,1.0,0.3333333333333333,0.05,1.0,1.0,0.3333333333333333,0.14285714285714285,1.0,1.0,1.0,0.0,0.0,0.0,1.0
