query_id,phase2_mode,symptom_text,predicted_diseases,predicted_symptoms,recommended,relevant,half_confirmed_in_top20_total,selection_sources,precision@5,recall@5,hit@5,ndcg@5,precision@10,recall@10,hit@10,ndcg@10,precision@20,recall@20,hit@20,ndcg@20,mrr
eval_0082,verified_xgb_ranker,My moods are all over the place and I get irritated easily. Could it be my thyroid?,"[{""name"": ""hyperthyroidism"", ""confidence"": 0.93}, {""name"": ""hypothyroidism"", ""confidence"": 0.85}]","[{""name"": ""mood_swings"", ""confidence"": 1.0}]",aluminum chloride hexahydrate|drysol|hypercare|thyroid desiccated|westhroid|armour thyroid,thyroid desiccated|armour thyroid|levothyroxine,9,phase2_fallback|phase2_fallback|phase2_fallback|half_confirmed|half_confirmed|half_confirmed,0.2,0.333333,1.0,0.163697,0.2,0.666667,1.0,0.29909,0.1,0.666667,1.0,0.29909,0.25
eval_0060,verified_xgb_ranker,"I can't bend my fingers properly, and walking is becoming a chore because of the pain in my hips.","[{""name"": ""arthritis"", ""confidence"": 1.0}]","[{""name"": ""movement_stiffness"", ""confidence"": 0.596051323323925}, {""name"": ""painful_walking"", ""confidence"": 0.2908211080000664}]",diclofenac|prednisone|enbrel,naproxen,13,half_confirmed|half_confirmed|half_confirmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0083,verified_xgb_ranker,I have this weird skin rash and I'm always exhausted. Do you think these are related?,"[{""name"": ""fungal_infection"", ""confidence"": 0.3}, {""name"": ""psoriasis"", ""confidence"": 0.11}]","[{""name"": ""fatigue"", ""confidence"": 1.0}, {""name"": ""skin_rash"", ""confidence"": 0.9902459251080655}]",prednisone|doxycycline|azithromycin|prednisone|clobetasol|methylprednisolone,tretinoin|doxycycline|spironolactone|liraglutide,8,phase2_fallback|phase2_fallback|phase2_fallback|half_confirmed|half_confirmed|half_confirmed,0.2,0.25,1.0,0.260925,0.1,0.25,1.0,0.260925,0.05,0.25,1.0,0.260925,0.5
eval_0065,verified_xgb_ranker,"I feel dizzy and weak, with a fast heartbeat and cold hands. I'm really worried about what's happening.","[{""name"": ""hyperthyroidism"", ""confidence"": 1.0}]","[{""name"": ""dizziness"", ""confidence"": 0.6653286525767088}, {""name"": ""fast_heart_rate"", ""confidence"": 0.9764913277533745}, {""name"": ""muscle_weakness"", ""confidence"": 1.0}]",clonidine|catapres|botox,thyroid desiccated|armour thyroid|levothyroxine,0,phase2_fallback|phase2_fallback|phase2_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0084,verified_xgb_ranker,"I can't breathe properly, my heart is pounding, and I have a high fever. I'm really worried.","[{""name"": ""pneumonia"", ""confidence"": 1.0}]","[{""name"": ""breathlessness"", ""confidence"": 0.9104492209607016}, {""name"": ""fast_heart_rate"", ""confidence"": 1.0}, {""name"": ""high_fever"", ""confidence"": 1.0}]",azithromycin|sulfamethoxazole / trimethoprim|ceftriaxone,doxycycline|azithromycin|prednisone|clindamycin,7,half_confirmed|half_confirmed|half_confirmed,0.2,0.25,1.0,0.444172,0.1,0.25,1.0,0.444172,0.05,0.25,1.0,0.444172,1.0
eval_0078,verified_xgb_ranker,"I sneeze a lot when I'm around pets, and my eyes get watery. How can I manage this?","[{""name"": ""allergy"", ""confidence"": 1.0}]","[{""name"": ""continuous_sneezing"", ""confidence"": 1.0}, {""name"": ""watering_from_eyes"", ""confidence"": 1.0}]",prednisone|promethazine|cyproheptadine,prednisone|promethazine,10,half_confirmed|half_confirmed|half_confirmed,0.4,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
eval_0063,verified_xgb_ranker,Chest pain and dizziness occurring occasionally? Stay informed about heart health risks!,"[{""name"": ""hypertension"", ""confidence"": 0.85}]","[{""name"": ""chest_pain"", ""confidence"": 1.0}, {""name"": ""dizziness"", ""confidence"": 0.48141217672738496}]",propranolol|azor|spironolactone,propranolol|verapamil|metoprolol|spironolactone,12,half_confirmed|half_confirmed|half_confirmed,0.4,0.5,1.0,0.551409,0.2,0.5,1.0,0.551409,0.1,0.5,1.0,0.551409,1.0
eval_0089,verified_xgb_ranker,These blackheads on my nose won't go away no matter what I try. Should I see a dermatologist?,"[{""name"": ""acne"", ""confidence"": 1.0}]","[{""name"": ""blackheads"", ""confidence"": 0.9999730580260975}]",isotretinoin|accutane|tretinoin,adapalene / benzoyl peroxide,14,half_confirmed|half_confirmed|half_confirmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0075,verified_xgb_ranker,"Last night, I woke up unable to breathe properly, coughing non-stop with thick phlegm. It was terrifying.","[{""name"": ""bronchial_asthma"", ""confidence"": 0.9}]","[{""name"": ""breathlessness"", ""confidence"": 1.0}, {""name"": ""cough"", ""confidence"": 0.7497717147141255}, {""name"": ""mucoid_sputum"", ""confidence"": 0.7902317174988344}]",prednisone|xopenex|medrol dosepak,prednisone,4,half_confirmed|half_confirmed|half_confirmed,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.05,1.0,1.0,1.0,1.0
eval_0087,verified_xgb_ranker,"I've been getting these awful headaches, and on top of that, it hurts when I pee. What a week!","[{""name"": ""migraine"", ""confidence"": 0.71}, {""name"": ""urinary_tract_infection"", ""confidence"": 0.94}]","[{""name"": ""burning_micturition"", ""confidence"": 0.9987768543878895}, {""name"": ""headache"", ""confidence"": 1.0}]",amitriptyline|propranolol|rizatriptan|azithromycin|sulfamethoxazole / trimethoprim|bactrim,amitriptyline|venlafaxine|elavil,16,half_confirmed|half_confirmed|half_confirmed|half_confirmed|half_confirmed|half_confirmed,0.2,0.333333,1.0,0.469279,0.1,0.333333,1.0,0.469279,0.05,0.333333,1.0,0.469279,1.0
eval_0093,verified_xgb_ranker,"I'm vomiting, my joints are swollen, and I have intense abdominal pain. What's happening to me?","[{""name"": ""alcoholic_hepatitis"", ""confidence"": 0.31}, {""name"": ""arthritis"", ""confidence"": 0.11}]","[{""name"": ""abdominal_pain"", ""confidence"": 1.0}, {""name"": ""joint_pain"", ""confidence"": 0.93719793685923}, {""name"": ""swelling_joints"", ""confidence"": 0.6110708053693309}, {""name"": ""vomiting"", ""confidence"": 1.0}]",prednisone|methylprednisolone|elocon|prednisone|methylprednisolone|diclofenac,doxycycline|prednisone,12,phase2_fallback|phase2_fallback|phase2_fallback|half_confirmed|half_confirmed|half_confirmed,0.4,1.0,1.0,1.007079,0.2,1.0,1.0,1.007079,0.1,1.0,1.0,1.007079,1.0
eval_0073,verified_xgb_ranker,"My colleague has a cough and phlegm, but also itching on his scalp. He thinks it's from stress.","[{""name"": ""common_cold"", ""confidence"": 0.43}, {""name"": ""fungal_infection"", ""confidence"": 0.62}]","[{""name"": ""cough"", ""confidence"": 1.0}, {""name"": ""itching"", ""confidence"": 1.0}, {""name"": ""phlegm"", ""confidence"": 0.3050569323327572}]",valtrex|valacyclovir|prednisone|prednisone|doxycycline|azithromycin,doxycycline|azithromycin|prednisone|clindamycin|minocycline,0,phase2_fallback|phase2_fallback|phase2_fallback|phase2_fallback|phase2_fallback|phase2_fallback,0.6,0.6,1.0,0.382063,0.4,0.8,1.0,0.537005,0.2,0.8,1.0,0.537005,0.333333
eval_0095,verified_xgb_ranker,"I feel extremely weak, and I'm coughing so much that I sometimes vomit. I have a mild fever.","[{""name"": ""pneumonia"", ""confidence"": 0.89}, {""name"": ""tuberculosis"", ""confidence"": 0.22}]","[{""name"": ""cough"", ""confidence"": 0.990514985087713}, {""name"": ""fatigue"", ""confidence"": 0.37953534063844774}, {""name"": ""mild_fever"", ""confidence"": 0.9903819709805097}, {""name"": ""vomiting"", ""confidence"": 1.0}]",moxifloxacin|azithromycin|levofloxacin|prednisone|aciphex|doxycycline,prednisone,3,half_confirmed|half_confirmed|half_confirmed|phase2_fallback|phase2_fallback|phase2_fallback,0.2,1.0,1.0,0.430677,0.1,1.0,1.0,0.430677,0.05,1.0,1.0,0.430677,0.25
eval_0092,verified_xgb_ranker,"The acne on my back is so severe with pus-filled bumps that are swollen and painful, and I'm worried about scarring.","[{""name"": ""acne"", ""confidence"": 1.0}]","[{""name"": ""pus_filled_pimples"", ""confidence"": 1.0}]",isotretinoin|accutane|tretinoin,adapalene / benzoyl peroxide,14,half_confirmed|half_confirmed|half_confirmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0094,verified_xgb_ranker,It hurts when I pee and I always feel like I need to go to the bathroom. What could this be?,"[{""name"": ""urinary_tract_infection"", ""confidence"": 1.0}]","[{""name"": ""burning_micturition"", ""confidence"": 0.9597005708852023}, {""name"": ""continuous_feel_of_urine"", ""confidence"": 1.0}]",sulfamethoxazole / trimethoprim|azithromycin|bactrim,doxycycline,5,half_confirmed|half_confirmed|half_confirmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0079,verified_xgb_ranker,"My throat is scratchy, and I have acid reflux, plus my nose is stuffy. Is this related or just bad luck?","[{""name"": ""common_cold"", ""confidence"": 0.99}, {""name"": ""gerd"", ""confidence"": 1.0}]","[{""name"": ""acidity"", ""confidence"": 1.0}, {""name"": ""congestion"", ""confidence"": 0.9428026873699078}, {""name"": ""throat_irritation"", ""confidence"": 1.0}]",dexbrompheniramine / pseudoephedrine|drixoral cold and allergy|chlorpheniramine / hydrocodone|lansoprazole|aluminum hydroxide / magnesium hydroxide / simethicone|cimetidine,lansoprazole|ranitidine|omeprazole|pantoprazole,18,half_confirmed|half_confirmed|half_confirmed|half_confirmed|half_confirmed|half_confirmed,0.2,0.25,1.0,0.178109,0.1,0.25,1.0,0.178109,0.05,0.25,1.0,0.178109,0.25
eval_0097,verified_xgb_ranker,My sister feels dizzy and has a headache with congestion. She's not sure what's going on.,"[{""name"": ""common_cold"", ""confidence"": 0.97}, {""name"": ""hypertension"", ""confidence"": 0.2}]","[{""name"": ""congestion"", ""confidence"": 1.0}, {""name"": ""dizziness"", ""confidence"": 0.8206860672814221}, {""name"": ""headache"", ""confidence"": 0.8223524858201181}]",dexbrompheniramine / pseudoephedrine|drixoral cold and allergy|chlorpheniramine / hydrocodone|cartia xt|diltiazem|propranolol,promethazine|meclizine|phenylephrine|propranolol,12,half_confirmed|half_confirmed|half_confirmed|half_confirmed|half_confirmed|half_confirmed,0.0,0.0,0.0,0.0,0.1,0.25,1.0,0.116347,0.05,0.25,1.0,0.116347,0.166667
eval_0102,verified_xgb_ranker,My belly is swollen and I feel like I'm retaining water. What should I do?,"[{""name"": ""alcoholic_hepatitis"", ""confidence"": 1.0}]","[{""name"": ""fluid_overload"", ""confidence"": 0.9735174053696071}, {""name"": ""swelling_of_stomach"", ""confidence"": 1.0}]",prednisone|desonide|elocon,prednisone|methylprednisolone,0,phase2_fallback|phase2_fallback|phase2_fallback,0.2,0.5,1.0,0.613147,0.1,0.5,1.0,0.613147,0.05,0.5,1.0,0.613147,1.0
eval_0096,verified_xgb_ranker,"Lately, my knees hurt when I walk, and I also have this dull ache in my belly.","[{""name"": ""osteoarthristis"", ""confidence"": 0.28}]","[{""name"": ""abdominal_pain"", ""confidence"": 1.0}, {""name"": ""joint_pain"", ""confidence"": 0.9054235354394342}, {""name"": ""knee_pain"", ""confidence"": 1.0}, {""name"": ""painful_walking"", ""confidence"": 0.5073794439436271}]",doxycycline|triamcinolone|sucralfate,triamcinolone|sucralfate,0,phase2_fallback|phase2_fallback|phase2_fallback,0.4,1.0,1.0,0.648041,0.2,1.0,1.0,0.648041,0.1,1.0,1.0,0.648041,0.5
eval_0100,verified_xgb_ranker,I have bloody diarrhea and severe pain in my anal area. It's been getting worse over the hours.,"[{""name"": ""dimorphic_hemmorhoids(piles)"", ""confidence"": 0.98}]","[{""name"": ""bloody_stool"", ""confidence"": 1.0}, {""name"": ""diarrhoea"", ""confidence"": 0.5858118575953657}]",hydrocortisone / pramoxine|hydrocortisone|pramosone,hydrocortisone|hydrocortisone / pramoxine|lidocaine,0,phase2_fallback|phase2_fallback|phase2_fallback,0.4,0.666667,1.0,0.809953,0.2,0.666667,1.0,0.809953,0.1,0.666667,1.0,0.809953,1.0
eval_0103,verified_xgb_ranker,I can't put any weight on my right leg because the hip pain is excruciating.,"[{""name"": ""arthritis"", ""confidence"": 0.46}, {""name"": ""osteoarthristis"", ""confidence"": 0.4}]","[{""name"": ""hip_joint_pain"", ""confidence"": 0.9148679647023888}, {""name"": ""painful_walking"", ""confidence"": 0.911637097775684}]",naproxen|ibuprofen|triamcinolone|naprosyn|naproxen|doxycycline,naproxen|triamcinolone,13,half_confirmed|half_confirmed|half_confirmed|half_confirmed|phase2_fallback|phase2_fallback,0.6,1.5,1.0,1.21087,0.3,1.5,1.0,1.21087,0.15,1.5,1.0,1.21087,1.0
eval_0111,verified_xgb_ranker,"My neighbor's dog makes me sneeze continuously, and my eyes start watering. I just avoid going over there.","[{""name"": ""allergy"", ""confidence"": 1.0}]","[{""name"": ""continuous_sneezing"", ""confidence"": 1.0}, {""name"": ""watering_from_eyes"", ""confidence"": 1.0}]",prednisone|promethazine|cyproheptadine,prednisone|promethazine,10,half_confirmed|half_confirmed|half_confirmed,0.4,1.0,1.0,0.913402,0.2,1.0,1.0,0.913402,0.1,1.0,1.0,0.913402,1.0
eval_0107,verified_xgb_ranker,"My friend has been having diarrhea, and on top of that, her skin is peeling badly. I wonder if it's connected.","[{""name"": ""gastroenteritis"", ""confidence"": 0.83}, {""name"": ""psoriasis"", ""confidence"": 0.87}]","[{""name"": ""diarrhoea"", ""confidence"": 1.0}, {""name"": ""skin_peeling"", ""confidence"": 1.0}]",doxycycline|thorazine|minocycline|prednisone|elocon|clobetasol,prednisone|mometasone|clobetasol,14,phase2_fallback|phase2_fallback|phase2_fallback|half_confirmed|half_confirmed|half_confirmed,0.2,0.333333,1.0,0.202107,0.2,0.666667,1.0,0.369268,0.1,0.666667,1.0,0.369268,0.25
eval_0086,verified_xgb_ranker,"My face is covered in pus-filled pimples, and I feel so tired and hungry all the time. Is this related?","[{""name"": ""acne"", ""confidence"": 1.0}, {""name"": ""diabetes"", ""confidence"": 0.9}]","[{""name"": ""fatigue"", ""confidence"": 0.9583796521397562}, {""name"": ""pus_filled_pimples"", ""confidence"": 1.0}]",tretinoin|doxycycline|dapsone|liraglutide|victoza|pramlintide,tretinoin|doxycycline|spironolactone|liraglutide|victoza|clindamycin,18,half_confirmed|half_confirmed|half_confirmed|half_confirmed|half_confirmed|half_confirmed,0.8,0.666667,1.0,0.83042,0.4,0.666667,1.0,0.768522,0.2,0.666667,1.0,0.768522,1.0
eval_0067,verified_xgb_ranker,I have neck pain that comes with headaches and sometimes my vision gets spotty. Could this be linked?,"[{""name"": ""cervical_spondylosis"", ""confidence"": 0.8}, {""name"": ""migraine"", ""confidence"": 0.99}]","[{""name"": ""headache"", ""confidence"": 0.2861061272523826}, {""name"": ""neck_pain"", ""confidence"": 1.0}, {""name"": ""visual_disturbances"", ""confidence"": 0.3521209635309662}]",baclofen|onabotulinumtoxina|botox|propranolol|onabotulinumtoxina|rizatriptan,onabotulinumtoxina|botox|naproxen|ibuprofen|aleve,10,phase2_fallback|phase2_fallback|phase2_fallback|half_confirmed|half_confirmed|half_confirmed,0.6,0.6,1.0,0.604867,0.3,0.6,1.0,0.604867,0.15,0.6,1.0,0.604867,0.5
eval_0106,verified_xgb_ranker,"My knees hurt every morning when I wake up, and it's hard to bend them. It feels stiff for a while.","[{""name"": ""arthritis"", ""confidence"": 1.0}]","[{""name"": ""joint_pain"", ""confidence"": 0.34000517633884947}, {""name"": ""movement_stiffness"", ""confidence"": 1.0}]",prednisone|enbrel|stelara,prednisone|enbrel,14,half_confirmed|half_confirmed|half_confirmed,0.4,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
eval_0090,verified_xgb_ranker,I have some itching on my skin and occasional discomfort when urinating. Are these related or separate issues?,"[{""name"": ""fungal_infection"", ""confidence"": 0.97}, {""name"": ""urinary_tract_infection"", ""confidence"": 0.77}]","[{""name"": ""itching"", ""confidence"": 1.0}]",prednisone|doxycycline|azithromycin|azithromycin|sulfamethoxazole / trimethoprim|methenamine,sulfamethoxazole / trimethoprim|bactrim|fluconazole,7,phase2_fallback|phase2_fallback|phase2_fallback|half_confirmed|half_confirmed|half_confirmed,0.2,0.333333,1.0,0.181542,0.1,0.333333,1.0,0.181542,0.05,0.333333,1.0,0.181542,0.2
eval_0115,verified_xgb_ranker,"My eyes are always teary, and I have stiffness in my joints. Do you think it's allergies or something else?","[{""name"": ""allergy"", ""confidence"": 0.99}, {""name"": ""arthritis"", ""confidence"": 1.0}]","[{""name"": ""movement_stiffness"", ""confidence"": 1.0}, {""name"": ""watering_from_eyes"", ""confidence"": 0.9434716112293203}]",prednisone|triamcinolone|corticotropin|prednisone|triamcinolone|corticotropin,prednisone|triamcinolone|corticotropin|prednisolone|loteprednol|lotemax,20,half_confirmed|half_confirmed|half_confirmed|half_confirmed|half_confirmed|half_confirmed,1.0,0.833333,1.0,0.943473,0.6,1.0,1.0,0.947687,0.3,1.0,1.0,0.947687,1.0
eval_0110,verified_xgb_ranker,My cough won't go away and I'm always congested. Could it be more than just a cold?,"[{""name"": ""common_cold"", ""confidence"": 1.0}]","[{""name"": ""congestion"", ""confidence"": 1.0}, {""name"": ""cough"", ""confidence"": 1.0}]",dexbrompheniramine / pseudoephedrine|drixoral cold and allergy|chlorpheniramine / hydrocodone,prednisone,5,half_confirmed|half_confirmed|half_confirmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0099,verified_xgb_ranker,"My father's joints are swollen, and he suddenly came down with a high fever and chills, shaking uncontrollably.","[{""name"": ""others"", ""confidence"": 1.0}]","[{""name"": ""chills"", ""confidence"": 0.5382363929470618}, {""name"": ""high_fever"", ""confidence"": 0.9951696774187156}, {""name"": ""joint_pain"", ""confidence"": 0.8795497641596637}, {""name"": ""swelling_joints"", ""confidence"": 0.7623323750870513}]",phentermine|adipex-p|saxenda,prednisone|methylprednisolone|triamcinolone,10,half_confirmed|half_confirmed|half_confirmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0119,verified_xgb_ranker,"I've been feeling really run down with a mild fever, and I have a cough. Also, it stings when I urinate sometimes.","[{""name"": ""urinary_tract_infection"", ""confidence"": 0.95}]","[{""name"": ""burning_micturition"", ""confidence"": 0.6054895657395511}, {""name"": ""cough"", ""confidence"": 0.8129674800357569}, {""name"": ""mild_fever"", ""confidence"": 1.0}]",levofloxacin|azithromycin|doxycycline,doxycycline|ciprofloxacin,2,half_confirmed|half_confirmed|phase2_fallback,0.2,0.5,1.0,0.306574,0.1,0.5,1.0,0.306574,0.05,0.5,1.0,0.306574,0.333333
eval_0112,verified_xgb_ranker,"I have a mild fever, I'm always fatigued, and headaches are frequent. Could this be something serious?","[{""name"": ""others"", ""confidence"": 1.0}]","[{""name"": ""fatigue"", ""confidence"": 1.0}, {""name"": ""headache"", ""confidence"": 0.9326601506733032}, {""name"": ""mild_fever"", ""confidence"": 0.9888565589101979}]",acyclovir|valium|mometasone,valacyclovir|valtrex|acyclovir,9,half_confirmed|half_confirmed|half_confirmed,0.2,0.333333,1.0,0.469279,0.1,0.333333,1.0,0.469279,0.05,0.333333,1.0,0.469279,1.0
eval_0109,verified_xgb_ranker,"My joints are stiff in the morning, and I have itchy, discolored patches on my skin. Are these related?","[{""name"": ""arthritis"", ""confidence"": 1.0}, {""name"": ""fungal_infection"", ""confidence"": 0.93}, {""name"": ""psoriasis"", ""confidence"": 0.32}]","[{""name"": ""dischromic_patches"", ""confidence"": 0.2070603927277016}, {""name"": ""itching"", ""confidence"": 1.0}, {""name"": ""movement_stiffness"", ""confidence"": 0.3743444690158197}]",prednisone|methotrexate|diclofenac|prednisone|doxycycline|ceftriaxone|prednisone|methotrexate|elocon,minocycline|methotrexate,26,half_confirmed|half_confirmed|half_confirmed|phase2_fallback|phase2_fallback|phase2_fallback|half_confirmed|half_confirmed|half_confirmed,0.2,0.5,1.0,0.444123,0.2,1.0,1.0,0.666184,0.1,1.0,1.0,0.666184,0.5
eval_0124,verified_xgb_ranker,"Whenever I'm around pollen, I start sneezing, my eyes water, and I can't catch my breath. It's really scary.","[{""name"": ""allergy"", ""confidence"": 1.0}]","[{""name"": ""breathlessness"", ""confidence"": 0.9172551291949412}, {""name"": ""continuous_sneezing"", ""confidence"": 1.0}, {""name"": ""watering_from_eyes"", ""confidence"": 1.0}]",prednisone|triamcinolone|cromolyn,prednisone|triamcinolone|omalizumab|xolair|cromolyn,11,half_confirmed|half_confirmed|half_confirmed,0.6,0.6,1.0,0.782799,0.3,0.6,1.0,0.782799,0.15,0.6,1.0,0.782799,1.0
eval_0131,verified_xgb_ranker,"I have a cough and trouble breathing, but also diarrhea. Could these be related?","[{""name"": ""bronchial_asthma"", ""confidence"": 0.82}, {""name"": ""gastroenteritis"", ""confidence"": 0.16}]","[{""name"": ""breathlessness"", ""confidence"": 1.0}, {""name"": ""cough"", ""confidence"": 1.0}, {""name"": ""diarrhoea"", ""confidence"": 1.0}]",prednisone|triamcinolone|hydrocortisone|ampicillin|doxycycline|sulfamethoxazole / trimethoprim,azithromycin|prednisone|ceftriaxone,6,half_confirmed|half_confirmed|half_confirmed|half_confirmed|phase2_fallback|phase2_fallback,0.2,0.333333,1.0,0.509097,0.1,0.333333,1.0,0.509097,0.05,0.333333,1.0,0.509097,1.0
eval_0121,verified_xgb_ranker,"I have muscle pain all over, chills, and my knees are swollen. I'm not sure what's going on.","[{""name"": ""arthritis"", ""confidence"": 0.18}]","[{""name"": ""chills"", ""confidence"": 1.0}, {""name"": ""muscle_pain"", ""confidence"": 1.0}, {""name"": ""swelling_joints"", ""confidence"": 0.5320627023999797}]",prednisone|methylprednisolone|medrol dosepak,doxycycline|hydroxychloroquine,7,half_confirmed|half_confirmed|half_confirmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0135,verified_xgb_ranker,"My grandfather has been getting headaches and chest pain, and he sweats a lot. We're concerned it might be serious.","[{""name"": ""hypertension"", ""confidence"": 0.27}]","[{""name"": ""chest_pain"", ""confidence"": 0.9698544728759532}, {""name"": ""headache"", ""confidence"": 0.8492668904580005}, {""name"": ""sweating"", ""confidence"": 0.9971091168690236}]",propranolol|spironolactone|clonidine,propranolol|metoprolol,12,half_confirmed|half_confirmed|half_confirmed,0.2,0.5,1.0,0.613147,0.1,0.5,1.0,0.613147,0.05,0.5,1.0,0.613147,1.0
eval_0117,verified_xgb_ranker,These pimples on my cheeks are filled with pus and leaving scars.,"[{""name"": ""acne"", ""confidence"": 1.0}]","[{""name"": ""pus_filled_pimples"", ""confidence"": 1.0}, {""name"": ""scurring"", ""confidence"": 0.6586314780973165}]",isotretinoin|accutane|adapalene / benzoyl peroxide,adapalene / benzoyl peroxide,13,half_confirmed|half_confirmed|half_confirmed,0.2,1.0,1.0,0.5,0.1,1.0,1.0,0.5,0.05,1.0,1.0,0.5,0.333333
eval_0116,verified_xgb_ranker,"I'm overweight, always craving food, and get frequent headaches. Could these be connected to health issues?","[{""name"": ""diabetes"", ""confidence"": 0.93}, {""name"": ""migraine"", ""confidence"": 0.16}]","[{""name"": ""obesity"", ""confidence"": 1.0}]",liraglutide|victoza|pregabalin|topiramate|topamax|eletriptan,gabapentin|pregabalin|topiramate|clonidine|onabotulinumtoxina,21,half_confirmed|half_confirmed|half_confirmed|half_confirmed|half_confirmed|half_confirmed,0.4,0.4,1.0,0.304473,0.2,0.4,1.0,0.304473,0.1,0.4,1.0,0.304473,0.333333
eval_0104,verified_xgb_ranker,My friend has been coughing for weeks and looks really tired and thin.,"[{""name"": ""tuberculosis"", ""confidence"": 0.21}]","[{""name"": ""cough"", ""confidence"": 1.0}, {""name"": ""fatigue"", ""confidence"": 1.0}]",prednisone|aciphex|doxycycline,rifabutin,0,phase2_fallback|phase2_fallback|phase2_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0122,verified_xgb_ranker,Feeling exhausted from constant coughing? Explore possible solutions.,"[{""name"": ""others"", ""confidence"": 1.0}]","[{""name"": ""cough"", ""confidence"": 0.9914143810668024}, {""name"": ""fatigue"", ""confidence"": 1.0}]",paxlovid|nirmatrelvir / ritonavir|alprazolam,prednisone,8,half_confirmed|half_confirmed|half_confirmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0125,verified_xgb_ranker,"My stomach hurts, I feel nauseous, and my urine smells funny. Is this something serious?","[{""name"": ""urinary_tract_infection"", ""confidence"": 1.0}]","[{""name"": ""abdominal_pain"", ""confidence"": 1.0}, {""name"": ""foul_smell_of urine"", ""confidence"": 0.9997862452323925}, {""name"": ""nausea"", ""confidence"": 1.0}]",azithromycin|ampicillin|amoxicillin,doxycycline|sulfamethoxazole / trimethoprim|azithromycin,4,half_confirmed|half_confirmed|half_confirmed,0.2,0.333333,1.0,0.380094,0.1,0.333333,1.0,0.380094,0.05,0.333333,1.0,0.380094,1.0
eval_0138,verified_xgb_ranker,"I feel so lethargic, my mood is all over the place, and I've been sweating more than usual even when it's not hot. Any clues?","[{""name"": ""hyperthyroidism"", ""confidence"": 1.0}, {""name"": ""hypoglycemia"", ""confidence"": 0.58}, {""name"": ""hypothyroidism"", ""confidence"": 0.71}]","[{""name"": ""mood_swings"", ""confidence"": 1.0}, {""name"": ""sweating"", ""confidence"": 0.9889362942093621}]",aluminum chloride hexahydrate|drysol|hypercare|calcifediol|calcitriol|citalopram|calcifediol|calcitriol|citalopram,thyroid desiccated|armour thyroid,0,phase2_fallback|phase2_fallback|phase2_fallback|phase2_fallback|phase2_fallback|phase2_fallback|phase2_fallback|phase2_fallback|phase2_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0130,verified_xgb_ranker,My knees and hands have been aching and swollen for weeks. It's worse in the morning. What could this be?,"[{""name"": ""arthritis"", ""confidence"": 0.75}]","[{""name"": ""joint_pain"", ""confidence"": 0.7632383545580833}, {""name"": ""swelling_joints"", ""confidence"": 0.9933616140237312}]",prednisone|naproxen|enbrel,prednisone|enbrel|naproxen,17,half_confirmed|half_confirmed|half_confirmed,0.6,1.0,1.0,0.929859,0.3,1.0,1.0,0.929859,0.15,1.0,1.0,0.929859,1.0
eval_0129,verified_xgb_ranker,My headaches come with nausea and I feel irritable. Could it be migraines?,"[{""name"": ""migraine"", ""confidence"": 1.0}]","[{""name"": ""headache"", ""confidence"": 0.9422970444110044}, {""name"": ""irritability"", ""confidence"": 0.30926274352296523}]",propranolol|rizatriptan|naproxen / sumatriptan,propranolol,11,half_confirmed|half_confirmed|half_confirmed,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.05,1.0,1.0,1.0,1.0
