query_id,symptom_text,predicted_diseases,predicted_symptoms,recommended,relevant,precision@5,recall@5,hit@5,ndcg@5,precision@10,recall@10,hit@10,ndcg@10,precision@20,recall@20,hit@20,ndcg@20,mrr
eval_0087,"I've been getting these awful headaches, and on top of that, it hurts when I pee. What a week!","[{""name"": ""migraine"", ""confidence"": 0.71}, {""name"": ""urinary_tract_infection"", ""confidence"": 0.94}]","[{""name"": ""burning_micturition"", ""confidence"": 0.9987768543878895}, {""name"": ""headache"", ""confidence"": 1.0}]",amitriptyline|venlafaxine|elavil|azithromycin|ampicillin|augmentin xr,amitriptyline|venlafaxine|elavil,0.6,1.0,1.0,1.0,0.3,1.0,1.0,1.0,0.15,1.0,1.0,1.0,1.0
eval_0093,"I'm vomiting, my joints are swollen, and I have intense abdominal pain. What's happening to me?","[{""name"": ""alcoholic_hepatitis"", ""confidence"": 0.31}, {""name"": ""arthritis"", ""confidence"": 0.11}]","[{""name"": ""abdominal_pain"", ""confidence"": 1.0}, {""name"": ""joint_pain"", ""confidence"": 0.93719793685923}, {""name"": ""swelling_joints"", ""confidence"": 0.6110708053693309}, {""name"": ""vomiting"", ""confidence"": 1.0}]",prednisone|methylprednisolone|betamethasone|prednisone|methylprednisolone|adalimumab,doxycycline|prednisone,0.4,1.0,1.0,1.007079,0.2,1.0,1.0,1.007079,0.1,1.0,1.0,1.007079,1.0
eval_0073,"My colleague has a cough and phlegm, but also itching on his scalp. He thinks it's from stress.","[{""name"": ""common_cold"", ""confidence"": 0.43}, {""name"": ""fungal_infection"", ""confidence"": 0.62}]","[{""name"": ""cough"", ""confidence"": 1.0}, {""name"": ""itching"", ""confidence"": 1.0}, {""name"": ""phlegm"", ""confidence"": 0.3050569323327572}]",valacyclovir|valtrex|acyclovir|doxycycline|prednisone|metronidazole,doxycycline|azithromycin|prednisone|clindamycin|minocycline,0.4,0.4,1.0,0.237071,0.2,0.4,1.0,0.237071,0.1,0.4,1.0,0.237071,0.25
eval_0095,"I feel extremely weak, and I'm coughing so much that I sometimes vomit. I have a mild fever.","[{""name"": ""pneumonia"", ""confidence"": 0.89}, {""name"": ""tuberculosis"", ""confidence"": 0.22}]","[{""name"": ""cough"", ""confidence"": 0.990514985087713}, {""name"": ""fatigue"", ""confidence"": 0.37953534063844774}, {""name"": ""mild_fever"", ""confidence"": 0.9903819709805097}, {""name"": ""vomiting"", ""confidence"": 1.0}]",moxifloxacin|levofloxacin|azithromycin|aciphex|doxycycline|prednisone,prednisone,0.0,0.0,0.0,0.0,0.1,1.0,1.0,0.356207,0.05,1.0,1.0,0.356207,0.166667
eval_0092,"The acne on my back is so severe with pus-filled bumps that are swollen and painful, and I'm worried about scarring.","[{""name"": ""acne"", ""confidence"": 1.0}]","[{""name"": ""pus_filled_pimples"", ""confidence"": 1.0}]",isotretinoin|accutane|benzoyl peroxide / clindamycin,adapalene / benzoyl peroxide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0094,It hurts when I pee and I always feel like I need to go to the bathroom. What could this be?,"[{""name"": ""urinary_tract_infection"", ""confidence"": 1.0}]","[{""name"": ""burning_micturition"", ""confidence"": 0.9597005708852023}, {""name"": ""continuous_feel_of_urine"", ""confidence"": 1.0}]",azithromycin|methenamine|uta,doxycycline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0079,"My throat is scratchy, and I have acid reflux, plus my nose is stuffy. Is this related or just bad luck?","[{""name"": ""common_cold"", ""confidence"": 0.99}, {""name"": ""gerd"", ""confidence"": 1.0}]","[{""name"": ""acidity"", ""confidence"": 1.0}, {""name"": ""congestion"", ""confidence"": 0.9428026873699078}, {""name"": ""throat_irritation"", ""confidence"": 1.0}]",dexbrompheniramine / pseudoephedrine|drixoral cold and allergy|chlorpheniramine / hydrocodone|aluminum hydroxide / magnesium hydroxide / simethicone|lansoprazole|cimetidine,lansoprazole|ranitidine|omeprazole|pantoprazole,0.2,0.25,1.0,0.159986,0.1,0.25,1.0,0.159986,0.05,0.25,1.0,0.159986,0.2
eval_0097,My sister feels dizzy and has a headache with congestion. She's not sure what's going on.,"[{""name"": ""common_cold"", ""confidence"": 0.97}, {""name"": ""hypertension"", ""confidence"": 0.2}]","[{""name"": ""congestion"", ""confidence"": 1.0}, {""name"": ""dizziness"", ""confidence"": 0.8206860672814221}, {""name"": ""headache"", ""confidence"": 0.8223524858201181}]",dexbrompheniramine / pseudoephedrine|drixoral cold and allergy|chlorpheniramine / hydrocodone|diltiazem|cartia xt|cardizem cd,promethazine|meclizine|phenylephrine|propranolol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0102,My belly is swollen and I feel like I'm retaining water. What should I do?,"[{""name"": ""alcoholic_hepatitis"", ""confidence"": 1.0}]","[{""name"": ""fluid_overload"", ""confidence"": 0.9735174053696071}, {""name"": ""swelling_of_stomach"", ""confidence"": 1.0}]",elocon|clobetasol|desonide,prednisone|methylprednisolone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0096,"Lately, my knees hurt when I walk, and I also have this dull ache in my belly.","[{""name"": ""osteoarthristis"", ""confidence"": 0.28}]","[{""name"": ""abdominal_pain"", ""confidence"": 1.0}, {""name"": ""joint_pain"", ""confidence"": 0.9054235354394342}, {""name"": ""knee_pain"", ""confidence"": 1.0}, {""name"": ""painful_walking"", ""confidence"": 0.5073794439436271}]",naprosyn|doxycycline|triamcinolone,triamcinolone|sucralfate,0.2,0.5,1.0,0.234639,0.1,0.5,1.0,0.234639,0.05,0.5,1.0,0.234639,0.333333
eval_0100,I have bloody diarrhea and severe pain in my anal area. It's been getting worse over the hours.,"[{""name"": ""dimorphic_hemmorhoids(piles)"", ""confidence"": 0.98}]","[{""name"": ""bloody_stool"", ""confidence"": 1.0}, {""name"": ""diarrhoea"", ""confidence"": 0.5858118575953657}]",hydrocortisone|hydrocortisone / pramoxine|pramosone,hydrocortisone|hydrocortisone / pramoxine|lidocaine,0.4,0.666667,1.0,0.739812,0.2,0.666667,1.0,0.739812,0.1,0.666667,1.0,0.739812,1.0
eval_0103,I can't put any weight on my right leg because the hip pain is excruciating.,"[{""name"": ""arthritis"", ""confidence"": 0.46}, {""name"": ""osteoarthristis"", ""confidence"": 0.4}]","[{""name"": ""hip_joint_pain"", ""confidence"": 0.9148679647023888}, {""name"": ""painful_walking"", ""confidence"": 0.911637097775684}]",ibuprofen|naproxen|triamcinolone|naprosyn|doxycycline|ibuprofen,naproxen|triamcinolone,0.4,1.0,1.0,0.678762,0.2,1.0,1.0,0.678762,0.1,1.0,1.0,0.678762,0.5
eval_0111,"My neighbor's dog makes me sneeze continuously, and my eyes start watering. I just avoid going over there.","[{""name"": ""allergy"", ""confidence"": 1.0}]","[{""name"": ""continuous_sneezing"", ""confidence"": 1.0}, {""name"": ""watering_from_eyes"", ""confidence"": 1.0}]",cyproheptadine|promethazine|prednisone,prednisone|promethazine,0.4,1.0,1.0,0.678762,0.2,1.0,1.0,0.678762,0.1,1.0,1.0,0.678762,0.5
eval_0107,"My friend has been having diarrhea, and on top of that, her skin is peeling badly. I wonder if it's connected.","[{""name"": ""gastroenteritis"", ""confidence"": 0.83}, {""name"": ""psoriasis"", ""confidence"": 0.87}]","[{""name"": ""diarrhoea"", ""confidence"": 1.0}, {""name"": ""skin_peeling"", ""confidence"": 1.0}]",doxycycline|chlorpromazine|thorazine|elocon|clobetasol|prednisone,prednisone|mometasone|clobetasol,0.2,0.333333,1.0,0.181542,0.2,0.666667,1.0,0.348702,0.1,0.666667,1.0,0.348702,0.2
eval_0086,"My face is covered in pus-filled pimples, and I feel so tired and hungry all the time. Is this related?","[{""name"": ""acne"", ""confidence"": 1.0}, {""name"": ""diabetes"", ""confidence"": 0.9}]","[{""name"": ""fatigue"", ""confidence"": 0.9583796521397562}, {""name"": ""pus_filled_pimples"", ""confidence"": 1.0}]",tretinoin|doxycycline|dapsone|liraglutide|tretinoin|spironolactone,tretinoin|doxycycline|spironolactone|liraglutide|victoza|clindamycin,0.8,0.666667,1.0,0.83042,0.5,0.833333,1.0,0.84306,0.25,0.833333,1.0,0.84306,1.0
eval_0067,I have neck pain that comes with headaches and sometimes my vision gets spotty. Could this be linked?,"[{""name"": ""cervical_spondylosis"", ""confidence"": 0.8}, {""name"": ""migraine"", ""confidence"": 0.99}]","[{""name"": ""headache"", ""confidence"": 0.2861061272523826}, {""name"": ""neck_pain"", ""confidence"": 1.0}, {""name"": ""visual_disturbances"", ""confidence"": 0.3521209635309662}]",baclofen|onabotulinumtoxina|botox|onabotulinumtoxina|botox|propranolol,onabotulinumtoxina|botox|naproxen|ibuprofen|aleve,0.8,0.8,1.0,0.7765,0.4,0.8,1.0,0.7765,0.2,0.8,1.0,0.7765,0.5
eval_0106,"My knees hurt every morning when I wake up, and it's hard to bend them. It feels stiff for a while.","[{""name"": ""arthritis"", ""confidence"": 1.0}]","[{""name"": ""joint_pain"", ""confidence"": 0.34000517633884947}, {""name"": ""movement_stiffness"", ""confidence"": 1.0}]",stelara|enbrel|ustekinumab,prednisone|enbrel,0.2,0.5,1.0,0.386853,0.1,0.5,1.0,0.386853,0.05,0.5,1.0,0.386853,0.5
eval_0090,I have some itching on my skin and occasional discomfort when urinating. Are these related or separate issues?,"[{""name"": ""fungal_infection"", ""confidence"": 0.97}, {""name"": ""urinary_tract_infection"", ""confidence"": 0.77}]","[{""name"": ""itching"", ""confidence"": 1.0}]",doxycycline|prednisone|metronidazole|azithromycin|methenamine|hiprex,sulfamethoxazole / trimethoprim|bactrim|fluconazole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0115,"My eyes are always teary, and I have stiffness in my joints. Do you think it's allergies or something else?","[{""name"": ""allergy"", ""confidence"": 0.99}, {""name"": ""arthritis"", ""confidence"": 1.0}]","[{""name"": ""movement_stiffness"", ""confidence"": 1.0}, {""name"": ""watering_from_eyes"", ""confidence"": 0.9434716112293203}]",prednisone|triamcinolone|corticotropin|prednisone|triamcinolone|corticotropin,prednisone|triamcinolone|corticotropin|prednisolone|loteprednol|lotemax,1.0,0.833333,1.0,0.943473,0.6,1.0,1.0,0.947687,0.3,1.0,1.0,0.947687,1.0
eval_0110,My cough won't go away and I'm always congested. Could it be more than just a cold?,"[{""name"": ""common_cold"", ""confidence"": 1.0}]","[{""name"": ""congestion"", ""confidence"": 1.0}, {""name"": ""cough"", ""confidence"": 1.0}]",dexbrompheniramine / pseudoephedrine|drixoral cold and allergy|chlorpheniramine / hydrocodone,prednisone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0099,"My father's joints are swollen, and he suddenly came down with a high fever and chills, shaking uncontrollably.","[{""name"": ""others"", ""confidence"": 1.0}]","[{""name"": ""chills"", ""confidence"": 0.5382363929470618}, {""name"": ""high_fever"", ""confidence"": 0.9951696774187156}, {""name"": ""joint_pain"", ""confidence"": 0.8795497641596637}, {""name"": ""swelling_joints"", ""confidence"": 0.7623323750870513}]",minocycline|avelox|ciprofloxacin,prednisone|methylprednisolone|triamcinolone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0119,"I've been feeling really run down with a mild fever, and I have a cough. Also, it stings when I urinate sometimes.","[{""name"": ""urinary_tract_infection"", ""confidence"": 0.95}]","[{""name"": ""burning_micturition"", ""confidence"": 0.6054895657395511}, {""name"": ""cough"", ""confidence"": 0.8129674800357569}, {""name"": ""mild_fever"", ""confidence"": 1.0}]",levofloxacin|azithromycin|ampicillin,doxycycline|ciprofloxacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0112,"I have a mild fever, I'm always fatigued, and headaches are frequent. Could this be something serious?","[{""name"": ""others"", ""confidence"": 1.0}]","[{""name"": ""fatigue"", ""confidence"": 1.0}, {""name"": ""headache"", ""confidence"": 0.9326601506733032}, {""name"": ""mild_fever"", ""confidence"": 0.9888565589101979}]",acyclovir|mometasone|ciprofloxacin,valacyclovir|valtrex|acyclovir,0.2,0.333333,1.0,0.469279,0.1,0.333333,1.0,0.469279,0.05,0.333333,1.0,0.469279,1.0
eval_0109,"My joints are stiff in the morning, and I have itchy, discolored patches on my skin. Are these related?","[{""name"": ""arthritis"", ""confidence"": 1.0}, {""name"": ""fungal_infection"", ""confidence"": 0.93}, {""name"": ""psoriasis"", ""confidence"": 0.32}]","[{""name"": ""dischromic_patches"", ""confidence"": 0.2070603927277016}, {""name"": ""itching"", ""confidence"": 1.0}, {""name"": ""movement_stiffness"", ""confidence"": 0.3743444690158197}]",prednisone|methotrexate|dexamethasone|doxycycline|prednisone|ceftriaxone|prednisone|methotrexate|dexamethasone,minocycline|methotrexate,0.2,0.5,1.0,0.444123,0.2,1.0,1.0,0.666184,0.1,1.0,1.0,0.666184,0.5
eval_0124,"Whenever I'm around pollen, I start sneezing, my eyes water, and I can't catch my breath. It's really scary.","[{""name"": ""allergy"", ""confidence"": 1.0}]","[{""name"": ""breathlessness"", ""confidence"": 0.9172551291949412}, {""name"": ""continuous_sneezing"", ""confidence"": 1.0}, {""name"": ""watering_from_eyes"", ""confidence"": 1.0}]",prednisone|triamcinolone|cromolyn,prednisone|triamcinolone|omalizumab|xolair|cromolyn,0.6,0.6,1.0,0.782799,0.3,0.6,1.0,0.782799,0.15,0.6,1.0,0.782799,1.0
eval_0131,"I have a cough and trouble breathing, but also diarrhea. Could these be related?","[{""name"": ""bronchial_asthma"", ""confidence"": 0.82}, {""name"": ""gastroenteritis"", ""confidence"": 0.16}]","[{""name"": ""breathlessness"", ""confidence"": 1.0}, {""name"": ""cough"", ""confidence"": 1.0}, {""name"": ""diarrhoea"", ""confidence"": 1.0}]",prednisone|hydrocortisone|kenalog-40|ampicillin|doxycycline|ceftriaxone,azithromycin|prednisone|ceftriaxone,0.2,0.333333,1.0,0.509097,0.2,0.666667,1.0,0.690441,0.1,0.666667,1.0,0.690441,1.0
eval_0121,"I have muscle pain all over, chills, and my knees are swollen. I'm not sure what's going on.","[{""name"": ""arthritis"", ""confidence"": 0.18}]","[{""name"": ""chills"", ""confidence"": 1.0}, {""name"": ""muscle_pain"", ""confidence"": 1.0}, {""name"": ""swelling_joints"", ""confidence"": 0.5320627023999797}]",prednisone|methylprednisolone|kenalog-40,doxycycline|hydroxychloroquine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0135,"My grandfather has been getting headaches and chest pain, and he sweats a lot. We're concerned it might be serious.","[{""name"": ""hypertension"", ""confidence"": 0.27}]","[{""name"": ""chest_pain"", ""confidence"": 0.9698544728759532}, {""name"": ""headache"", ""confidence"": 0.8492668904580005}, {""name"": ""sweating"", ""confidence"": 0.9971091168690236}]",propranolol|spironolactone|clonidine,propranolol|metoprolol,0.2,0.5,1.0,0.613147,0.1,0.5,1.0,0.613147,0.05,0.5,1.0,0.613147,1.0
eval_0117,These pimples on my cheeks are filled with pus and leaving scars.,"[{""name"": ""acne"", ""confidence"": 1.0}]","[{""name"": ""pus_filled_pimples"", ""confidence"": 1.0}, {""name"": ""scurring"", ""confidence"": 0.6586314780973165}]",isotretinoin|accutane|benzoyl peroxide / clindamycin,adapalene / benzoyl peroxide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0116,"I'm overweight, always craving food, and get frequent headaches. Could these be connected to health issues?","[{""name"": ""diabetes"", ""confidence"": 0.93}, {""name"": ""migraine"", ""confidence"": 0.16}]","[{""name"": ""obesity"", ""confidence"": 1.0}]",liraglutide|victoza|pregabalin|topiramate|topamax|gabapentin,gabapentin|pregabalin|topiramate|clonidine|onabotulinumtoxina,0.4,0.4,1.0,0.304473,0.3,0.6,1.0,0.399111,0.15,0.6,1.0,0.399111,0.333333
eval_0104,My friend has been coughing for weeks and looks really tired and thin.,"[{""name"": ""tuberculosis"", ""confidence"": 0.21}]","[{""name"": ""cough"", ""confidence"": 1.0}, {""name"": ""fatigue"", ""confidence"": 1.0}]",aciphex|doxycycline|prednisone,rifabutin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0122,Feeling exhausted from constant coughing? Explore possible solutions.,"[{""name"": ""others"", ""confidence"": 1.0}]","[{""name"": ""cough"", ""confidence"": 0.9914143810668024}, {""name"": ""fatigue"", ""confidence"": 1.0}]",aller-tec|chlorambucil|fluorouracil,prednisone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0125,"My stomach hurts, I feel nauseous, and my urine smells funny. Is this something serious?","[{""name"": ""urinary_tract_infection"", ""confidence"": 1.0}]","[{""name"": ""abdominal_pain"", ""confidence"": 1.0}, {""name"": ""foul_smell_of urine"", ""confidence"": 0.9997862452323925}, {""name"": ""nausea"", ""confidence"": 1.0}]",azithromycin|ampicillin|amoxicillin,doxycycline|sulfamethoxazole / trimethoprim|azithromycin,0.2,0.333333,1.0,0.380094,0.1,0.333333,1.0,0.380094,0.05,0.333333,1.0,0.380094,1.0
eval_0138,"I feel so lethargic, my mood is all over the place, and I've been sweating more than usual even when it's not hot. Any clues?","[{""name"": ""hyperthyroidism"", ""confidence"": 1.0}, {""name"": ""hypoglycemia"", ""confidence"": 0.58}, {""name"": ""hypothyroidism"", ""confidence"": 0.71}]","[{""name"": ""mood_swings"", ""confidence"": 1.0}, {""name"": ""sweating"", ""confidence"": 0.9889362942093621}]",aluminum chloride hexahydrate|drysol|gabapentin|calcifediol|calcitriol|parathyroid hormone|thyroid desiccated|westhroid|armour thyroid,thyroid desiccated|armour thyroid,0.0,0.0,0.0,0.0,0.2,1.0,1.0,0.388958,0.1,1.0,1.0,0.388958,0.142857
eval_0130,My knees and hands have been aching and swollen for weeks. It's worse in the morning. What could this be?,"[{""name"": ""arthritis"", ""confidence"": 0.75}]","[{""name"": ""joint_pain"", ""confidence"": 0.7632383545580833}, {""name"": ""swelling_joints"", ""confidence"": 0.9933616140237312}]",stelara|enbrel|ustekinumab,prednisone|enbrel|naproxen,0.2,0.333333,1.0,0.239812,0.1,0.333333,1.0,0.239812,0.05,0.333333,1.0,0.239812,0.5
eval_0129,My headaches come with nausea and I feel irritable. Could it be migraines?,"[{""name"": ""migraine"", ""confidence"": 1.0}]","[{""name"": ""headache"", ""confidence"": 0.9422970444110044}, {""name"": ""irritability"", ""confidence"": 0.30926274352296523}]",propranolol|rizatriptan|treximet,propranolol,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.05,1.0,1.0,1.0,1.0
eval_0133,"I have scaly skin on my elbows, and recently my wrists have started hurting and feel stiff.","[{""name"": ""arthritis"", ""confidence"": 0.73}, {""name"": ""psoriasis"", ""confidence"": 1.0}]","[{""name"": ""joint_pain"", ""confidence"": 1.0}, {""name"": ""movement_stiffness"", ""confidence"": 0.5187776286632281}, {""name"": ""silver_like_dusting"", ""confidence"": 0.3060632605936357}, {""name"": ""skin_rash"", ""confidence"": 0.8202794540216839}]",stelara|enbrel|ustekinumab|stelara|enbrel|ustekinumab,prednisone|enbrel|stelara|ustekinumab|adalimumab,1.0,1.0,1.0,1.045735,0.6,1.2,1.0,1.172072,0.3,1.2,1.0,1.172072,1.0
eval_0146,"I've been feeling really tired lately and peeing a lot. Also, I'm always hungry even after eating.","[{""name"": ""diabetes"", ""confidence"": 1.0}]","[{""name"": ""excessive_hunger"", ""confidence"": 0.9663846549731365}, {""name"": ""fatigue"", ""confidence"": 0.548230341914878}, {""name"": ""polyuria"", ""confidence"": 1.0}]",liraglutide|victoza|pregabalin,liraglutide|victoza,0.4,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
eval_0151,"I have a runny nose, sneezing, and a slight cough. Could it be allergies or just a cold?","[{""name"": ""allergy"", ""confidence"": 0.99}, {""name"": ""common_cold"", ""confidence"": 1.0}]","[{""name"": ""continuous_sneezing"", ""confidence"": 0.7470993847706751}, {""name"": ""cough"", ""confidence"": 0.520780073355388}, {""name"": ""runny_nose"", ""confidence"": 1.0}]",cyproheptadine|promethazine|prednisone|dexbrompheniramine / pseudoephedrine|drixoral cold and allergy|chlorpheniramine / hydrocodone,prednisone|promethazine|cyproheptadine,0.6,1.0,1.0,1.0,0.3,1.0,1.0,1.0,0.15,1.0,1.0,1.0,1.0
eval_0150,"I've lost a lot of weight without trying, and I have a fever that won't go away. I'm so worried.","[{""name"": ""aids"", ""confidence"": 0.97}]","[{""name"": ""high_fever"", ""confidence"": 0.14660437103139023}, {""name"": ""weight_loss"", ""confidence"": 0.7131550053399769}]",cobicistat / elvitegravir / emtricitabine / tenofovir|stribild|efavirenz / emtricitabine / tenofovir,rifabutin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0136,"My cousin has these itchy, scaly spots on her skin, and her fingers are so swollen she can barely bend them.","[{""name"": ""arthritis"", ""confidence"": 0.69}, {""name"": ""psoriasis"", ""confidence"": 0.99}]","[{""name"": ""internal_itching"", ""confidence"": 1.0}, {""name"": ""itching"", ""confidence"": 0.596421140368032}, {""name"": ""joint_pain"", ""confidence"": 0.5218384718180041}, {""name"": ""swelling_joints"", ""confidence"": 0.8055998918715138}]",prednisone|dexamethasone|methylprednisolone|prednisone|dexamethasone|methylprednisolone,prednisone|dexamethasone|adalimumab|humira|methylprednisolone,1.0,1.0,1.0,0.783347,0.6,1.2,1.0,0.877984,0.3,1.2,1.0,0.877984,1.0
eval_0134,"I've been feeling really tired lately and always hungry, even after eating. What could this be?","[{""name"": ""diabetes"", ""confidence"": 0.59}]","[{""name"": ""excessive_hunger"", ""confidence"": 0.9810384253411358}, {""name"": ""fatigue"", ""confidence"": 0.9585054171648905}]",liraglutide|victoza|pregabalin,liraglutide|victoza,0.4,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
eval_0156,"I'm always fatigued and my mood changes a lot, could it be blood sugar or thyroid issues?","[{""name"": ""hypoglycemia"", ""confidence"": 0.1}, {""name"": ""hypothyroidism"", ""confidence"": 0.28}]","[{""name"": ""fatigue"", ""confidence"": 1.0}, {""name"": ""mood_swings"", ""confidence"": 1.0}]",calcifediol|calcitriol|parathyroid hormone|thyroid desiccated|westhroid|armour thyroid,thyroid desiccated|armour thyroid|levothyroxine,0.2,0.333333,1.0,0.163697,0.2,0.666667,1.0,0.29909,0.1,0.666667,1.0,0.29909,0.25
eval_0142,"There's a constant discomfort in my lower belly, and it hurts when I urinate.","[{""name"": ""urinary_tract_infection"", ""confidence"": 1.0}]","[{""name"": ""bladder_discomfort"", ""confidence"": 1.0}, {""name"": ""burning_micturition"", ""confidence"": 0.6472218122958802}, {""name"": ""foul_smell_of urine"", ""confidence"": 0.05498695356776735}]",azithromycin|methenamine|uta,doxycycline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0145,I can't catch my breath and my chest hurts when I try to breathe. It's getting worse.,"[{""name"": ""bronchial_asthma"", ""confidence"": 0.93}]","[{""name"": ""breathlessness"", ""confidence"": 1.0}, {""name"": ""chest_pain"", ""confidence"": 1.0}]",prednisone|kenalog-40|triamcinolone,azithromycin|prednisone,0.2,0.5,1.0,0.703918,0.1,0.5,1.0,0.703918,0.05,0.5,1.0,0.703918,1.0
eval_0144,"My uncle spiked a high fever and has sharp chest pain. He's struggling to breathe, and we're really worried.","[{""name"": ""pneumonia"", ""confidence"": 1.0}]","[{""name"": ""breathlessness"", ""confidence"": 0.8799312567873667}, {""name"": ""chest_pain"", ""confidence"": 1.0}, {""name"": ""high_fever"", ""confidence"": 1.0}]",azithromycin|ceftriaxone|zyvox,doxycycline|azithromycin,0.2,0.5,1.0,0.613147,0.1,0.5,1.0,0.613147,0.05,0.5,1.0,0.613147,1.0
eval_0155,"My knees are swollen, and I've been having trouble with indigestion lately.","[{""name"": ""arthritis"", ""confidence"": 0.83}]","[{""name"": ""indigestion"", ""confidence"": 0.5946783171920399}, {""name"": ""knee_pain"", ""confidence"": 1.0}, {""name"": ""swelling_joints"", ""confidence"": 0.9458985422655706}]",ibuprofen|naproxen|triamcinolone,adalimumab|humira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0163,I heard about a man who is always tired and his muscles seem to be shrinking away.,"[{""name"": ""aids"", ""confidence"": 1.0}]","[{""name"": ""fatigue"", ""confidence"": 0.8604425014542338}, {""name"": ""muscle_wasting"", ""confidence"": 0.9175135015981484}]",epivir-hbv|tenofovir|viread,tenofovir|viread,0.4,1.0,1.0,0.693426,0.2,1.0,1.0,0.693426,0.1,1.0,1.0,0.693426,0.5
eval_0148,There are these red patches on my skin with silvery scales. They don't hurt but look weird.,"[{""name"": ""psoriasis"", ""confidence"": 1.0}]","[{""name"": ""silver_like_dusting"", ""confidence"": 1.0}, {""name"": ""skin_rash"", ""confidence"": 0.9679748330364217}]",elocon|clobetasol|stelara,enbrel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0171,I'm finding it hard to breathe and my chest feels tight. I'm really scared.,"[{""name"": ""bronchial_asthma"", ""confidence"": 0.93}]","[{""name"": ""breathlessness"", ""confidence"": 1.0}, {""name"": ""chest_pain"", ""confidence"": 1.0}]",prednisone|kenalog-40|triamcinolone,prednisone,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.05,1.0,1.0,1.0,1.0
eval_0177,"I woke up with a stiff neck today, but it's not too bad. Just annoying.","[{""name"": ""cervical_spondylosis"", ""confidence"": 0.69}]","[{""name"": ""neck_pain"", ""confidence"": 0.9859825452564314}, {""name"": ""stiff_neck"", ""confidence"": 0.9561542567688519}]",baclofen|onabotulinumtoxina|botox,diclofenac|tramadol|acetaminophen / hydrocodone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0180,"I've been getting a lot of blackheads and some pimples with pus on my face. It's really bothering me, especially before social events. Is this normal acne?","[{""name"": ""acne"", ""confidence"": 1.0}]","[{""name"": ""blackheads"", ""confidence"": 0.9985929375310995}, {""name"": ""pus_filled_pimples"", ""confidence"": 1.0}]",isotretinoin|accutane|benzoyl peroxide / clindamycin,adapalene / benzoyl peroxide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0175,"Lately, I've been so moody and irritable for no reason. My friend said it might be thyroid related.","[{""name"": ""hypothyroidism"", ""confidence"": 0.92}]","[{""name"": ""mood_swings"", ""confidence"": 1.0}]",thyroid desiccated|westhroid|armour thyroid,thyroid desiccated|armour thyroid|levothyroxine,0.4,0.666667,1.0,0.703918,0.2,0.666667,1.0,0.703918,0.1,0.666667,1.0,0.703918,1.0
